PID;div_ID;file_name;title;date;topics
            rta1576.edd1e7w15223;d1e249t0d1114;rta1576.edd1e7w15223-d1e249t0d1114.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 5;1575-11-14;listterm:sd1e8374 listterm:sd1e2746 listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e362t1d1211;rta1576.edd1e7w15223-d1e362t1d1211.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 12;1575-12-11;listterm:sd1e8374 listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e498t2d1229;rta1576.edd1e7w15223-d1e498t2d1229.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 23;1575-12-29;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e2791
        rta1576.edd1e7w15223;d1e570t3d0128;rta1576.edd1e7w15223-d1e570t3d0128.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 26;1576-01-28;listterm:sd1e963
        rta1576.edd1e7w15223;d1e599t4d0206;rta1576.edd1e7w15223-d1e599t4d0206.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 29;1576-02-06;listterm:sd1e2791
        rta1576.edd1e7w15223;d1e628t5d0220;rta1576.edd1e7w15223-d1e628t5d0220.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 31;1576-02-20;listterm:sd1e2791
        rta1576.edd1e7w15223;d1e702t6d0315;rta1576.edd1e7w15223-d1e702t6d0315.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 34;1576-03-15;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e2746 listterm:sd1e10 listterm:sd1e74 listterm:sd1e46 listterm:sd1e31 listterm:sd1e870 listterm:sd1e963
        rta1576.edd1e7w15223;d1e973t7d0417;rta1576.edd1e7w15223-d1e973t7d0417.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 50;1576-04-17;listterm:sd1e8374 listterm:sd1e2746 listterm:sd1e2791 listterm:sd1e74 listterm:sd1e963 listterm:sd1e691 listterm:sd1e770
        rta1576.edd1e7w15223;d1e1152t8d0430;rta1576.edd1e7w15223-d1e1152t8d0430.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 60;1576-04-30;listterm:sd1e2791 listterm:sd1e870 listterm:sd1e8973 listterm:sd1e963
        rta1576.edd1e7w15223;d1e1195t9d0510;rta1576.edd1e7w15223-d1e1195t9d0510.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 62;1576-05-10;listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e1258t10d0513;rta1576.edd1e7w15223-d1e1258t10d0513.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 64;1576-05-13;listterm:sd1e2791
        rta1576.edd1e7w15223;d1e1281t11d0514;rta1576.edd1e7w15223-d1e1281t11d0514.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 66;1576-05-14;listterm:sd1e2791
        rta1576.edd1e7w15223;d1e1310t12d0518;rta1576.edd1e7w15223-d1e1310t12d0518.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 68;1576-05-18;listterm:sd1e8374 listterm:sd1e2791 listterm:sd1e963 listterm:sd1e2746 listterm:sd1e74 listterm:sd1e770
        rta1576.edd1e7w15223;d1e1519t13d0523;rta1576.edd1e7w15223-d1e1519t13d0523.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 78;1576-05-23;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e2746 listterm:sd1e74 listterm:sd1e46 listterm:sd1e10
        rta1576.edd1e7w15223;d1e1623t14d0601;rta1576.edd1e7w15223-d1e1623t14d0601.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 82;1576-06-01;listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e1701t15d0606;rta1576.edd1e7w15223-d1e1701t15d0606.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 85;1576-06-06;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e1870t16d0609;rta1576.edd1e7w15223-d1e1870t16d0609.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 96;1576-06-09 1576-06-09;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e1939t17d0606;rta1576.edd1e7w15223-d1e1939t17d0606.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 100;1576-06-14;listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e1985t18d0615;rta1576.edd1e7w15223-d1e1985t18d0615.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 103;1576-06-15 1576-06-16;listterm:sd1e1142 listterm:sd1e2791 listterm:sd1e963
        rta1576.edd1e7w15223;d1e2013t19d0617;rta1576.edd1e7w15223-d1e2013t19d0617.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 105;1576-06-17;listterm:sd1e1142 listterm:sd1e963 listterm:sd1e970
        rta1576.edd1e7w15223;d1e2041t20d0618;rta1576.edd1e7w15223-d1e2041t20d0618.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 107;1576-06-18;listterm:sd1e963
        rta1576.edd1e7w15223;d1e2091t21d0620;rta1576.edd1e7w15223-d1e2091t21d0620.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 109;1576-06-20;listterm:sd1e2746 listterm:sd1e74 listterm:sd1e46 listterm:sd1e10
        rta1576.edd1e7w15223;d1e2146t22d0621;rta1576.edd1e7w15223-d1e2146t22d0621.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 113;1576-06-21;listterm:sd1e1142 listterm:sd1e2746 listterm:sd1e970 listterm:sd1e870
        rta1576.edd1e7w15223;d1e2214t23d0625;rta1576.edd1e7w15223-d1e2214t23d0625.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 118;1576-06-25;listterm:sd1e970 listterm:sd1e1142 listterm:sd1e3 listterm:sd1e46 listterm:sd1e146 listterm:sd1e963
        rta1576.edd1e7w15223;d1e2362t24d0626;rta1576.edd1e7w15223-d1e2362t24d0626.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 126;1576-06-26;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e963 listterm:sd1e2791 listterm:sd1e712
        rta1576.edd1e7w15223;d1e2473t25d0702;rta1576.edd1e7w15223-d1e2473t25d0702.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 132;1576-07-02;listterm:sd1e963 listterm:sd1e770
        rta1576.edd1e7w15223;d1e2530t26d0703;rta1576.edd1e7w15223-d1e2530t26d0703.txt;Protokoll des kaiserlichen Geheimen Rates zum Regensburger Reichstag Abs. 135;1576-07-03;listterm:sd1e8374 listterm:sd1e1142 listterm:sd1e39 listterm:sd1e74 listterm:sd1e3
