PID;div_ID;file_name;title;date;topics
            rta1576.edd1e10m5152274;d1e40t0d;rta1576.edd1e10m5152274-d1e40t0d.txt;Protokoll der Beratungen der katholischen Stände (Kurpfälzer Überlieferung) Abs. 2;1576-08-27;listterm:sd1e1142 listterm:sd1e1028 listterm:sd1e784 listterm:sd1e777 listterm:sd1e770 listterm:sd1e762 listterm:sd1e949
        rta1576.edd1e10m5152274;d1e76t1d;rta1576.edd1e10m5152274-d1e76t1d.txt;Protokoll der Beratungen der katholischen Stände (Kurpfälzer Überlieferung) Abs. 5;1576-08-28;listterm:sd1e1128 listterm:sd1e784 listterm:sd1e762 listterm:sd1e949 listterm:sd1e2333
        rta1576.edd1e10m5152274;d1e106t2d;rta1576.edd1e10m5152274-d1e106t2d.txt;Protokoll der Beratungen der katholischen Stände (Kurpfälzer Überlieferung) Abs. 8;1576-09-12;listterm:sd1e7143 listterm:sd1e784 listterm:sd1e777 listterm:sd1e770 listterm:sd1e2333 listterm:sd1e762 listterm:sd1e949 listterm:sd1e906 listterm:sd1e1386 listterm:sd1e9821 listterm:sd1e3453 listterm:sd1e1250
        rta1576.edd1e10m5152274;d1e322t3d;rta1576.edd1e10m5152274-d1e322t3d.txt;Protokoll der Beratungen der katholischen Stände (Kurpfälzer Überlieferung) Abs. 24;1576-09-13;listterm:sd1e7143 listterm:sd1e777 listterm:sd1e784 listterm:sd1e2333 listterm:sd1e9821 listterm:sd1e762 listterm:sd1e949 listterm:sd1e906 listterm:sd1e3453 listterm:sd1e770 listterm:sd1e332 listterm:sd1e0341
        rta1576.edd1e10m5152274;d1e536t4d;rta1576.edd1e10m5152274-d1e536t4d.txt;Protokoll der Beratungen der katholischen Stände (Kurpfälzer Überlieferung) Abs. 47;1576-09-16;listterm:sd1e1128 listterm:sd1e2333 listterm:sd1e762 listterm:sd1e949 listterm:sd1e9821 listterm:sd1e777
        
