PID;div_ID;file_name;title;date;topics
            rta1576.edd1e7W1109116;d1e278t0d0816;rta1576.edd1e7W1109116-d1e278t0d0816.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. 47;1576-08-16;
        rta1576.edd1e7W1109116;d1e320t1d0817;rta1576.edd1e7W1109116-d1e320t1d0817.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-08-17 1576-08-18;
        rta1576.edd1e7W1109116;d1e377t2d0820;rta1576.edd1e7W1109116-d1e377t2d0820.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-08-20;
        rta1576.edd1e7W1109116;d1e570t3d0821;rta1576.edd1e7W1109116-d1e570t3d0821.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-08-21;
        rta1576.edd1e7W1109116;d1e1051t4d0828;rta1576.edd1e7W1109116-d1e1051t4d0828.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-08-28;
        rta1576.edd1e7W1109116;d1e1127t5d0829;rta1576.edd1e7W1109116-d1e1127t5d0829.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-08-29;
        rta1576.edd1e7W1109116;d1e1505t6d0830;rta1576.edd1e7W1109116-d1e1505t6d0830.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-08-30;
        rta1576.edd1e7W1109116;d1e1820t7d0903;rta1576.edd1e7W1109116-d1e1820t7d0903.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-03;
        rta1576.edd1e7W1109116;d1e2275t8d0904;rta1576.edd1e7W1109116-d1e2275t8d0904.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-04;
        rta1576.edd1e7W1109116;d1e2982t9d0911;rta1576.edd1e7W1109116-d1e2982t9d0911.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-11;
        rta1576.edd1e7W1109116;d1e3186t10d0913;rta1576.edd1e7W1109116-d1e3186t10d0913.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-13;
        rta1576.edd1e7W1109116;d1e3827t11d0914;rta1576.edd1e7W1109116-d1e3827t11d0914.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-14;
        rta1576.edd1e7W1109116;d1e4406t12d0917;rta1576.edd1e7W1109116-d1e4406t12d0917.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-17;
        rta1576.edd1e7W1109116;d1e4625t13d0918;rta1576.edd1e7W1109116-d1e4625t13d0918.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-18;
        rta1576.edd1e7W1109116;d1e4653t14d0919;rta1576.edd1e7W1109116-d1e4653t14d0919.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. 450;1576-09-19;
        rta1576.edd1e7W1109116;d1e5111t15d0920;rta1576.edd1e7W1109116-d1e5111t15d0920.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-20;
        rta1576.edd1e7W1109116;d1e5685t16d0924;rta1576.edd1e7W1109116-d1e5685t16d0924.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-24;
        rta1576.edd1e7W1109116;d1e6037t17d0926;rta1576.edd1e7W1109116-d1e6037t17d0926.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-26;
        rta1576.edd1e7W1109116;d1e6999t18d0927;rta1576.edd1e7W1109116-d1e6999t18d0927.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-27;
        rta1576.edd1e7W1109116;d1e7379t19d0928;rta1576.edd1e7W1109116-d1e7379t19d0928.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-09-28;
        rta1576.edd1e7W1109116;d1e7773t20d1002;rta1576.edd1e7W1109116-d1e7773t20d1002.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-02 1576-10-02;
        rta1576.edd1e7W1109116;d1e8683t21d1003;rta1576.edd1e7W1109116-d1e8683t21d1003.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-03;
        rta1576.edd1e7W1109116;d1e8739t22d1005;rta1576.edd1e7W1109116-d1e8739t22d1005.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-05;
        rta1576.edd1e7W1109116;d1e9386t23d1006;rta1576.edd1e7W1109116-d1e9386t23d1006.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-06;
        rta1576.edd1e7W1109116;d1e9495t24d1008;rta1576.edd1e7W1109116-d1e9495t24d1008.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. 897;1576-10-08;
        rta1576.edd1e7W1109116;d1e10013t25d1009;rta1576.edd1e7W1109116-d1e10013t25d1009.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-09 1576-10-09;
        rta1576.edd1e7W1109116;d1e10556t26d1010;rta1576.edd1e7W1109116-d1e10556t26d1010.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-10;
        rta1576.edd1e7W1109116;d1e10787t27d1011;rta1576.edd1e7W1109116-d1e10787t27d1011.txt;Protokoll der Verhandlungen im Supplikationsausschuss Abs. ;1576-10-11;
        
